Id,SalePrice
1461,114852.7955758269
1462,165417.35485562892
1463,171375.7776708341
1464,189571.5248089335
1465,190352.05804330704
1466,171447.07655722694
1467,185026.91046952084
1468,164254.77550361794
1469,192971.58286238846
1470,114470.402328055
1471,199035.05101853877
1472,108488.25909448275
1473,92946.07936360361
1474,146227.4531336145
1475,106057.15192154271
1476,354452.5308958853
1477,247037.88466078776
1478,302612.10392577224
1479,291194.1231735437
1480,443637.08966372523
1481,287548.3402118207
1482,213597.93252271647
1483,181366.98215873097
1484,170672.03954077943
1485,196009.26679162763
1486,210744.11951565393
1487,298519.0045014379
1488,255023.4679118496
1489,190855.736714212
1490,248329.28647074138
1491,216309.54191727366
1492,95186.53246813349
1493,198120.73483734136
1494,289599.24912548484
1495,267769.01962841605
1496,250249.2510810988
1497,169746.31857536547
1498,168046.68460888637
1499,155182.47935990733
1500,159777.6300617695
1501,204471.8316994185
1502,150462.53261420713
1503,281829.25062250334
1504,243455.4466647401
1505,227421.7977168979
1506,200047.63483949122
1507,246878.34757897328
1508,198413.71791716747
1509,153936.42267465428
1510,139668.2789831463
1511,153623.52031334327
1512,184835.96713629924
1513,148475.8579302777
1514,142576.80455690157
1515,214058.5507043521
1516,163898.11937475158
1517,169179.9003194759
1518,121977.83003849664
1519,233328.583963049
1520,129755.79449362867
1521,125283.83769911388
1522,197315.98376909387
1523,97604.5609713518
1524,125242.6704801413
1525,96542.99982229725
1526,89892.85070387751
1527,87512.61959699797
1528,150048.461927503
1529,145405.11573512363
1530,203820.0018620456
1531,144000.86437171127
1532,110760.44030370691
1533,172560.39561031782
1534,152797.90096752276
1535,162606.54259763414
1536,108264.81048080721
1537,42033.56266898755
1538,161168.87756481452
1539,215629.56058172742
1540,107885.37070315331
1541,147047.08057444426
1542,149367.78051746846
1543,194208.54653314722
1544,93670.0605549619
1545,100494.7122868835
1546,136643.51998858654
1547,152989.29381655552
1548,134209.593031178
1549,113169.2941624379
1550,134899.98946217576
1551,135661.4379817003
1552,141294.26962308842
1553,165509.5469623292
1554,119858.27906388859
1555,168175.90296926524
1556,110545.84114818601
1557,125536.32370492839
1558,114802.30679563922
1559,70762.24650589935
1560,146266.74521357124
1561,146027.32443207747
1562,131941.80780626822
1563,115102.75144698401
1564,171508.27579326706
1565,131922.81606079405
1566,243370.26088877989
1567,76770.55658968072
1568,235215.6973707436
1569,124967.09033696726
1570,134149.16963879147
1571,101003.37361704232
1572,146157.55722114118
1573,259537.7539883036
1574,115976.81774798257
1575,247196.23792448768
1576,253248.12067956117
1577,193437.38742944435
1578,148544.89361438015
1579,129038.41776191827
1580,190495.02046071796
1581,163715.69834037684
1582,125059.04714486632
1583,292531.2500854101
1584,228967.76732126134
1585,152369.74315603613
1586,56416.041055275826
1587,94994.16146544472
1588,155921.53793039732
1589,101924.00411109452
1590,136471.9697336295
1591,79710.39920511236
1592,139913.2557424727
1593,130401.60742864478
1594,135810.95432670205
1595,111164.08585237525
1596,220876.6398222784
1597,166321.94221516175
1598,186957.0263806351
1599,189047.9999949974
1600,179263.79971641884
1601,43497.584695300204
1602,121524.09535797394
1603,58175.56252094172
1604,267051.4679093709
1605,245085.23933661415
1606,167826.7079454821
1607,168057.74067243724
1608,224434.36580190528
1609,196569.8387793136
1610,150843.43687632005
1611,133650.7870367401
1612,188718.70573925145
1613,164812.66357641038
1614,133952.60484907276
1615,87310.20567617065
1616,60166.86199990031
1617,71617.42065051722
1618,114201.7827567372
1619,153611.2376521238
1620,150002.6634207029
1621,136452.2274758732
1622,152246.9516823748
1623,254037.24940594763
1624,222169.77512660355
1625,119456.50287016225
1626,183296.5969125674
1627,184856.2446603797
1628,280630.40118951595
1629,166694.80308744812
1630,330831.364317268
1631,212163.98670908436
1632,226168.6595215163
1633,180999.3241133754
1634,190777.6149052902
1635,182716.55114315473
1636,153384.94134758052
1637,191779.28767895303
1638,196865.74401881243
1639,182059.39837828802
1640,262261.969005211
1641,179982.4288335141
1642,252963.87960484484
1643,225648.76661684026
1644,227433.88729308103
1645,243214.190268378
1646,164602.0930291206
1647,155171.9426667383
1648,135984.828863677
1649,140793.26626247587
1650,101253.3281330904
1651,112676.50384411623
1652,105650.43260130042
1653,106208.89729885326
1654,146192.35623433942
1655,141758.188029725
1656,136656.86475906742
1657,143774.7049246634
1658,150782.39504081034
1659,108804.20152371947
1660,144762.74187489145
1661,422427.24453385174
1662,339951.6751740081
1663,370033.920717577
1664,441292.369537984
1665,321037.92869855475
1666,305399.76235589385
1667,345873.5281363763
1668,350698.05896358564
1669,307821.30540820234
1670,343613.6532130573
1671,265200.8832761481
1672,391767.7278638815
1673,285655.4327322014
1674,254594.94741863268
1675,210150.44249714306
1676,213774.2004005952
1677,212734.99264514446
1678,425112.9369762959
1679,348220.1278736704
1680,322703.1112583444
1681,277885.9179384138
1682,289890.5447209142
1683,193278.9015431943
1684,192073.17049623583
1685,195975.4169628081
1686,174891.23964758648
1687,183797.5748550729
1688,208806.42242875043
1689,211801.8923178563
1690,212689.67317771644
1691,198489.1997754136
1692,261880.22424297605
1693,183339.09373111778
1694,182104.49107404507
1695,160187.76923090557
1696,268751.3002577248
1697,162869.0861836688
1698,315088.4923793664
1699,328172.8842283422
1700,244520.43496681063
1701,268767.6049346507
1702,256992.9636390881
1703,248873.58802855923
1704,283705.1972585737
1705,266635.0701408755
1706,395329.87967380113
1707,214865.367325271
1708,211673.8329870723
1709,268447.5937962751
1710,232861.86617634504
1711,279518.04659097653
1712,262372.30474023044
1713,277106.8795518738
1714,224713.54573161644
1715,213928.88676576887
1716,189971.56228709978
1717,187341.73789275053
1718,144616.82772633166
1719,220019.18014695565
1720,261955.28726929764
1721,182447.65551181405
1722,136674.9798558444
1723,164390.6806102899
1724,221406.86455324152
1725,241564.45223251625
1726,196906.90144748427
1727,160230.62445225578
1728,196445.98226008448
1729,165938.94820484763
1730,167517.5595625497
1731,127555.61564127961
1732,125432.71239759843
1733,107483.23078254564
1734,113692.89605683926
1735,148462.14017520286
1736,102371.18439533992
1737,304741.27968591696
1738,228620.91451800417
1739,267794.1777706931
1740,212950.92591934837
1741,194745.11215163686
1742,184681.5756523771
1743,189213.67690265563
1744,323649.61848726147
1745,223673.33511436114
1746,194517.52898388763
1747,218856.93394813093
1748,224704.808046915
1749,158475.25952120393
1750,133482.35018891422
1751,257650.9974691111
1752,110984.25957436243
1753,156850.81582098408
1754,200139.6548457645
1755,182531.9138314547
1756,134736.95474433515
1757,109427.16719207563
1758,149941.86218858243
1759,156017.3522514524
1760,165146.28848600807
1761,156400.38946045318
1762,173145.84337490983
1763,183089.0794827242
1764,98353.74842209963
1765,191988.93438129546
1766,190939.97763810202
1767,236044.97422180546
1768,151774.47722547
1769,172680.4717878669
1770,168322.24718613515
1771,100609.7316166102
1772,141606.43575844576
1773,118583.98755040497
1774,149660.38683734857
1775,141675.3680098101
1776,128396.0150523308
1777,111752.74472977174
1778,153754.93734154326
1779,135574.75581228884
1780,178451.68919959955
1781,126762.10889618564
1782,73394.55234039098
1783,143480.14412008994
1784,112197.07614952803
1785,131385.94095743576
1786,109400.57306680991
1787,176306.4573695513
1788,77852.21882933017
1789,104828.3813299766
1790,48053.56786598591
1791,211502.62757636595
1792,163471.59521258273
1793,139406.22553701024
1794,176769.02778668725
1795,136671.78017783014
1796,132306.17848222435
1797,137589.52577184292
1798,112877.17677934025
1799,90317.12537299935
1800,124204.01280912547
1801,118567.23652534885
1802,126422.00428165216
1803,161307.09786666348
1804,145150.87483234156
1805,141698.83986581163
1806,144924.87525515386
1807,161286.12601263775
1808,126844.74526163249
1809,125906.69513281947
1810,148454.15003778262
1811,127924.00615610206
1812,114790.52905958332
1813,125598.65780614491
1814,98665.95033825957
1815,42399.803545207134
1816,119719.18172150815
1817,130017.43323782762
1818,188510.99177281023
1819,135750.64833666733
1820,60251.08092559839
1821,131578.72672310018
1822,159682.38328625693
1823,35792.266509542475
1824,144104.18800307834
1825,127348.31577631237
1826,102094.24336634437
1827,80380.52896479005
1828,138746.23509831342
1829,146699.7033771919
1830,164520.9245106615
1831,147392.00131440745
1832,74070.39972137916
1833,142852.53868380806
1834,132094.30624089763
1835,128042.9293926257
1836,133667.67777668976
1837,81769.6053051952
1838,109048.39287897211
1839,122447.69473442726
1840,139050.00197624275
1841,116457.70256962092
1842,83390.44814241666
1843,116114.7025597135
1844,134198.10772764008
1845,120790.07138619747
1846,156932.75446997723
1847,157146.42819536256
1848,40957.75468386256
1849,127868.02282591467
